record_id,timestamp,topic,device_id,sensor_type,value,unit,status,attack_type,label,source,sequence_number
207,2026-09-05T22:53:37.121857,factory/line1/level,level_sensor_01,level,100.0,%,RUNNING,Packet Delay Attack,1,simulator,898
208,2026-09-05T22:53:37.122339,factory/line1/humidity,humidity_sensor_01,humidity,68.65,%,RUNNING,Packet Delay Attack,1,simulator,901
209,2026-09-05T22:53:37.122349,factory/line1/rpm,rpm_sensor_01,rpm,1450.0,RPM,RUNNING,Packet Delay Attack,1,simulator,902
210,2026-09-05T22:53:37.122367,factory/line1/proximity,proximity_sensor_01,proximity,202.07,mm,RUNNING,Packet Delay Attack,1,simulator,904
211,2026-09-05T22:53:38.134238,factory/line1/vibration,vibration_sensor_01,vibration,0.25,g,RUNNING,Packet Delay Attack,1,simulator,912
212,2026-09-05T22:53:38.134255,factory/line1/voltage,voltage_sensor_01,voltage,225.14,V,RUNNING,Packet Delay Attack,1,simulator,913
213,2026-09-05T22:53:38.134277,factory/line1/flow,flow_sensor_01,flow,75.0,L/min,RUNNING,Packet Delay Attack,1,simulator,915
214,2026-09-05T22:53:38.134296,factory/line1/level,level_sensor_01,level,100.0,%,RUNNING,Packet Delay Attack,1,simulator,917
215,2026-09-05T22:53:38.134653,factory/line1/humidity,humidity_sensor_01,humidity,63.32,%,RUNNING,Packet Delay Attack,1,simulator,920
216,2026-09-05T22:53:38.134710,factory/line1/proximity,proximity_sensor_01,proximity,345.98,mm,RUNNING,Packet Delay Attack,1,simulator,923
217,2026-09-05T22:53:39.151890,factory/line1/vibration,vibration_sensor_01,vibration,0.25,g,RUNNING,Packet Delay Attack,1,simulator,931
218,2026-09-05T22:53:39.151907,factory/line1/voltage,voltage_sensor_01,voltage,228.85,V,RUNNING,Packet Delay Attack,1,simulator,932
219,2026-09-05T22:53:39.151931,factory/line1/flow,flow_sensor_01,flow,75.0,L/min,RUNNING,Packet Delay Attack,1,simulator,934
220,2026-09-05T22:53:39.151952,factory/line1/level,level_sensor_01,level,100.0,%,RUNNING,Packet Delay Attack,1,simulator,936
221,2026-09-05T22:53:39.152214,factory/line1/humidity,humidity_sensor_01,humidity,43.82,%,RUNNING,Packet Delay Attack,1,simulator,939
222,2026-09-05T22:53:39.152250,factory/line1/proximity,proximity_sensor_01,proximity,388.38,mm,RUNNING,Packet Delay Attack,1,simulator,942
223,2026-09-05T22:53:40.164426,factory/line1/vibration,vibration_sensor_01,vibration,0.25,g,RUNNING,Packet Delay Attack,1,simulator,950
224,2026-09-05T22:53:40.164448,factory/line1/voltage,voltage_sensor_01,voltage,230.68,V,RUNNING,Packet Delay Attack,1,simulator,951
225,2026-09-05T22:53:56.456889,factory/line1/temperature,temperature_sensor_01,temperature,42.0,°C,RUNNING,Packet Drop Attack,1,simulator,1251
226,2026-09-05T22:53:56.456942,factory/line1/current,current_sensor_01,current,10.5,A,RUNNING,Packet Drop Attack,1,simulator,1252
227,2026-09-05T22:53:56.456963,factory/line1/rpm,rpm_sensor_01,rpm,1450.0,RPM,RUNNING,Packet Drop Attack,1,simulator,1253
228,2026-09-05T22:53:56.456983,factory/line1/vibration,vibration_sensor_01,vibration,0.25,g,RUNNING,Packet Drop Attack,1,simulator,1254
229,2026-09-05T22:53:56.457005,factory/line1/voltage,voltage_sensor_01,voltage,223.72,V,RUNNING,Packet Drop Attack,1,simulator,1255
230,2026-09-05T22:53:56.457022,factory/line1/pressure,pressure_sensor_01,pressure,75.0,kPa,RUNNING,Packet Drop Attack,1,simulator,1256
231,2026-09-05T22:53:56.457033,factory/line1/flow,flow_sensor_01,flow,75.0,L/min,RUNNING,Packet Drop Attack,1,simulator,1257
232,2026-09-05T22:53:56.457042,factory/line1/current,current_sensor_01,current,10.0,A,RUNNING,Packet Drop Attack,1,simulator,1258
233,2026-09-05T22:53:56.457053,factory/line1/level,level_sensor_01,level,100.0,%,RUNNING,Packet Drop Attack,1,simulator,1259
234,2026-09-05T22:53:56.457267,factory/line1/temperature,temperature_sensor_01,temperature,25.0,°C,RUNNING,Packet Drop Attack,1,simulator,1260
235,2026-09-05T22:53:56.457294,factory/line1/pressure,pressure_sensor_01,pressure,101.3,kPa,RUNNING,Packet Drop Attack,1,simulator,1261
236,2026-09-05T22:53:56.457318,factory/line1/humidity,humidity_sensor_01,humidity,44.92,%,RUNNING,Packet Drop Attack,1,simulator,1262
237,2026-09-05T22:53:56.457333,factory/line1/rpm,rpm_sensor_01,rpm,1450.0,RPM,RUNNING,Packet Drop Attack,1,simulator,1263
238,2026-09-05T22:53:56.457343,factory/line1/current,current_sensor_01,current,9.5,A,RUNNING,Packet Drop Attack,1,simulator,1264
239,2026-09-05T22:53:56.457357,factory/line1/proximity,proximity_sensor_01,proximity,74.75,mm,RUNNING,Packet Drop Attack,1,simulator,1265
240,2026-09-05T22:53:56.457371,factory/line1/pressure,pressure_sensor_01,pressure,140.0,kPa,RUNNING,Packet Drop Attack,1,simulator,1266
241,2026-09-05T22:53:56.457385,factory/line1/temperature,temperature_sensor_01,temperature,45.0,°C,RUNNING,Packet Drop Attack,1,simulator,1267
242,2026-09-05T22:53:56.457394,factory/line1/pressure,pressure_sensor_01,pressure,170.0,kPa,RUNNING,Packet Drop Attack,1,simulator,1268
243,2026-09-05T22:53:56.457402,factory/line1/current,current_sensor_01,current,12.0,A,RUNNING,Packet Drop Attack,1,simulator,1269
244,2026-09-05T22:53:57.475130,factory/line1/temperature,temperature_sensor_01,temperature,42.0,°C,RUNNING,Packet Drop Attack,1,simulator,1270
245,2026-09-05T22:53:57.475183,factory/line1/current,current_sensor_01,current,10.5,A,RUNNING,Packet Drop Attack,1,simulator,1271
246,2026-09-05T22:53:57.475202,factory/line1/rpm,rpm_sensor_01,rpm,1450.0,RPM,RUNNING,Packet Drop Attack,1,simulator,1272
247,2026-09-05T22:53:57.475219,factory/line1/vibration,vibration_sensor_01,vibration,0.25,g,RUNNING,Packet Drop Attack,1,simulator,1273
248,2026-09-05T22:53:57.475241,factory/line1/voltage,voltage_sensor_01,voltage,220.11,V,RUNNING,Packet Drop Attack,1,simulator,1274
249,2026-09-05T22:53:57.475260,factory/line1/pressure,pressure_sensor_01,pressure,75.0,kPa,RUNNING,Packet Drop Attack,1,simulator,1275
250,2026-09-05T22:53:57.475276,factory/line1/flow,flow_sensor_01,flow,75.0,L/min,RUNNING,Packet Drop Attack,1,simulator,1276
251,2026-09-05T22:53:57.475289,factory/line1/current,current_sensor_01,current,10.0,A,RUNNING,Packet Drop Attack,1,simulator,1277
252,2026-09-05T22:53:57.475301,factory/line1/level,level_sensor_01,level,100.0,%,RUNNING,Packet Drop Attack,1,simulator,1278
253,2026-09-05T22:53:57.475518,factory/line1/temperature,temperature_sensor_01,temperature,25.0,°C,RUNNING,Packet Drop Attack,1,simulator,1279
254,2026-09-05T22:53:57.475543,factory/line1/pressure,pressure_sensor_01,pressure,101.3,kPa,RUNNING,Packet Drop Attack,1,simulator,1280
255,2026-09-05T22:53:57.475575,factory/line1/humidity,humidity_sensor_01,humidity,44.39,%,RUNNING,Packet Drop Attack,1,simulator,1281
256,2026-09-05T22:53:57.475593,factory/line1/rpm,rpm_sensor_01,rpm,1450.0,RPM,RUNNING,Packet Drop Attack,1,simulator,1282
257,2026-09-05T22:53:57.475617,factory/line1/proximity,proximity_sensor_01,proximity,256.35,mm,RUNNING,Packet Drop Attack,1,simulator,1284
258,2026-09-05T22:53:57.475636,factory/line1/temperature,temperature_sensor_01,temperature,45.0,°C,RUNNING,Packet Drop Attack,1,simulator,1286
259,2026-09-05T22:53:58.495091,factory/line1/rpm,rpm_sensor_01,rpm,1450.0,RPM,RUNNING,Packet Drop Attack,1,simulator,1290
260,2026-09-05T22:53:58.495111,factory/line1/vibration,vibration_sensor_01,vibration,0.25,g,RUNNING,Packet Drop Attack,1,simulator,1291
261,2026-09-05T22:53:58.495133,factory/line1/voltage,voltage_sensor_01,voltage,229.31,V,RUNNING,Packet Drop Attack,1,simulator,1292
262,2026-09-05T22:53:58.495169,factory/line1/flow,flow_sensor_01,flow,75.0,L/min,RUNNING,Packet Drop Attack,1,simulator,1294
263,2026-09-05T22:53:58.495202,factory/line1/level,level_sensor_01,level,100.0,%,RUNNING,Packet Drop Attack,1,simulator,1296
264,2026-09-05T22:53:58.495637,factory/line1/humidity,humidity_sensor_01,humidity,61.79,%,RUNNING,Packet Drop Attack,1,simulator,1299
265,2026-09-05T22:53:58.495673,factory/line1/proximity,proximity_sensor_01,proximity,477.52,mm,RUNNING,Packet Drop Attack,1,simulator,1301
266,2026-09-05T22:53:59.511671,factory/line1/vibration,vibration_sensor_01,vibration,0.25,g,RUNNING,Packet Drop Attack,1,simulator,1305
267,2026-09-05T22:53:59.511693,factory/line1/voltage,voltage_sensor_01,voltage,236.09,V,RUNNING,Packet Drop Attack,1,simulator,1306
268,2026-09-05T22:53:59.511727,factory/line1/flow,flow_sensor_01,flow,75.0,L/min,RUNNING,Packet Drop Attack,1,simulator,1308
269,2026-09-05T22:53:59.511754,factory/line1/level,level_sensor_01,level,100.0,%,RUNNING,Packet Drop Attack,1,simulator,1309
270,2026-09-05T22:53:59.512021,factory/line1/humidity,humidity_sensor_01,humidity,51.43,%,RUNNING,Packet Drop Attack,1,simulator,1312
271,2026-09-05T22:53:59.512038,factory/line1/rpm,rpm_sensor_01,rpm,1450.0,RPM,RUNNING,Packet Drop Attack,1,simulator,1313
272,2026-09-05T22:53:59.512066,factory/line1/proximity,proximity_sensor_01,proximity,185.55,mm,RUNNING,Packet Drop Attack,1,simulator,1315
273,2026-09-05T22:54:00.528005,factory/line1/vibration,vibration_sensor_01,vibration,0.25,g,RUNNING,Packet Drop Attack,1,simulator,1323
274,2026-09-05T22:54:00.528030,factory/line1/voltage,voltage_sensor_01,voltage,226.43,V,RUNNING,Packet Drop Attack,1,simulator,1324
275,2026-09-05T22:54:00.528067,factory/line1/flow,flow_sensor_01,flow,75.0,L/min,RUNNING,Packet Drop Attack,1,simulator,1326
276,2026-09-05T22:54:00.528099,factory/line1/level,level_sensor_01,level,100.0,%,RUNNING,Packet Drop Attack,1,simulator,1327
277,2026-09-05T22:54:00.528529,factory/line1/humidity,humidity_sensor_01,humidity,51.01,%,RUNNING,Packet Drop Attack,1,simulator,1330
278,2026-09-05T22:54:00.528572,factory/line1/proximity,proximity_sensor_01,proximity,340.11,mm,RUNNING,Packet Drop Attack,1,simulator,1331
279,2026-09-05T22:54:01.542670,factory/line1/vibration,vibration_sensor_01,vibration,0.25,g,RUNNING,Packet Drop Attack,1,simulator,1336
280,2026-09-05T22:54:02.558660,factory/line1/voltage,voltage_sensor_01,voltage,224.94,V,RUNNING,Packet Drop Attack,1,simulator,1351
281,2026-09-05T22:54:17.753384,factory/line1/temperature,temperature_sensor_01,temperature,42.0,°C,RUNNING,MQTT Topic Hijacking,1,simulator,1473
282,2026-09-05T22:54:17.753429,factory/line1/current,current_sensor_01,current,10.5,A,RUNNING,MQTT Topic Hijacking,1,simulator,1474
283,2026-09-05T22:54:17.753445,factory/line1/rpm,rpm_sensor_01,rpm,1450.0,RPM,RUNNING,MQTT Topic Hijacking,1,simulator,1475
284,2026-09-05T22:54:17.753457,factory/line1/vibration,vibration_sensor_01,vibration,0.25,g,RUNNING,MQTT Topic Hijacking,1,simulator,1476
285,2026-09-05T22:54:17.753473,factory/line1/voltage,voltage_sensor_01,voltage,232.38,V,RUNNING,MQTT Topic Hijacking,1,simulator,1477
286,2026-09-05T22:54:17.753485,factory/line1/pressure,pressure_sensor_01,pressure,75.0,kPa,RUNNING,MQTT Topic Hijacking,1,simulator,1478
287,2026-09-05T22:54:17.753506,factory/line1/flow,flow_sensor_01,flow,75.0,L/min,RUNNING,MQTT Topic Hijacking,1,simulator,1479
288,2026-09-05T22:54:17.753515,factory/line1/current,current_sensor_01,current,10.0,A,RUNNING,MQTT Topic Hijacking,1,simulator,1480
289,2026-09-05T22:54:17.753525,factory/line1/level,level_sensor_01,level,100.0,%,RUNNING,MQTT Topic Hijacking,1,simulator,1481
290,2026-09-05T22:54:17.753876,factory/line1/temperature,temperature_sensor_01,temperature,25.0,°C,RUNNING,MQTT Topic Hijacking,1,simulator,1482
291,2026-09-05T22:54:17.753900,factory/line1/pressure,pressure_sensor_01,pressure,101.3,kPa,RUNNING,MQTT Topic Hijacking,1,simulator,1483
292,2026-09-05T22:54:17.753926,factory/line1/humidity,humidity_sensor_01,humidity,46.69,%,RUNNING,MQTT Topic Hijacking,1,simulator,1484
293,2026-09-05T22:54:17.753939,factory/line1/rpm,rpm_sensor_01,rpm,1450.0,RPM,RUNNING,MQTT Topic Hijacking,1,simulator,1485
294,2026-09-05T22:54:17.753950,factory/line1/current,current_sensor_01,current,9.5,A,RUNNING,MQTT Topic Hijacking,1,simulator,1486
295,2026-09-05T22:54:17.753963,factory/line1/proximity,proximity_sensor_01,proximity,40.08,mm,RUNNING,MQTT Topic Hijacking,1,simulator,1487
296,2026-09-05T22:54:17.753972,factory/line1/pressure,pressure_sensor_01,pressure,140.0,kPa,RUNNING,MQTT Topic Hijacking,1,simulator,1488
297,2026-09-05T22:54:17.753981,factory/line1/temperature,temperature_sensor_01,temperature,45.0,°C,RUNNING,MQTT Topic Hijacking,1,simulator,1489
298,2026-09-05T22:54:17.753991,factory/line1/pressure,pressure_sensor_01,pressure,170.0,kPa,RUNNING,MQTT Topic Hijacking,1,simulator,1490
299,2026-09-05T22:54:17.754000,factory/line1/current,current_sensor_01,current,12.0,A,RUNNING,MQTT Topic Hijacking,1,simulator,1491
300,2026-09-05T22:54:18.769950,factory/line1/temperature,temperature_sensor_01,temperature,42.0,°C,RUNNING,MQTT Topic Hijacking,1,simulator,1492
301,2026-09-05T22:54:18.770008,factory/line1/current,current_sensor_01,current,10.5,A,RUNNING,MQTT Topic Hijacking,1,simulator,1493
302,2026-09-05T22:54:18.770033,factory/line1/rpm,rpm_sensor_01,rpm,1450.0,RPM,RUNNING,MQTT Topic Hijacking,1,simulator,1494
303,2026-09-05T22:54:18.770058,factory/line1/vibration,vibration_sensor_01,vibration,0.25,g,RUNNING,MQTT Topic Hijacking,1,simulator,1495
304,2026-09-05T22:54:18.770084,factory/line1/voltage,voltage_sensor_01,voltage,233.23,V,RUNNING,MQTT Topic Hijacking,1,simulator,1496
305,2026-09-05T22:54:18.770105,factory/line1/pressure,pressure_sensor_01,pressure,75.0,kPa,RUNNING,MQTT Topic Hijacking,1,simulator,1497
306,2026-09-05T22:54:18.770126,factory/line1/flow,flow_sensor_01,flow,75.0,L/min,RUNNING,MQTT Topic Hijacking,1,simulator,1498
307,2026-09-05T22:54:18.770143,factory/line1/current,current_sensor_01,current,10.0,A,RUNNING,MQTT Topic Hijacking,1,simulator,1499
308,2026-09-05T22:54:18.770163,factory/line1/level,level_sensor_01,level,100.0,%,RUNNING,MQTT Topic Hijacking,1,simulator,1500
309,2026-09-05T22:54:18.770541,factory/line1/temperature,temperature_sensor_01,temperature,25.0,°C,RUNNING,MQTT Topic Hijacking,1,simulator,1501
310,2026-09-05T22:54:18.770582,factory/line1/pressure,pressure_sensor_01,pressure,101.3,kPa,RUNNING,MQTT Topic Hijacking,1,simulator,1502
311,2026-09-05T22:54:18.770601,factory/line1/humidity,humidity_sensor_01,humidity,61.94,%,RUNNING,MQTT Topic Hijacking,1,simulator,1503
312,2026-09-05T22:54:18.770613,factory/line1/rpm,rpm_sensor_01,rpm,1450.0,RPM,RUNNING,MQTT Topic Hijacking,1,simulator,1504
313,2026-09-05T22:54:18.770635,factory/line1/proximity,proximity_sensor_01,proximity,314.95,mm,RUNNING,MQTT Topic Hijacking,1,simulator,1506
314,2026-09-05T22:54:18.770653,factory/line1/temperature,temperature_sensor_01,temperature,45.0,°C,RUNNING,MQTT Topic Hijacking,1,simulator,1508
315,2026-09-05T22:54:19.825308,factory/line1/rpm,rpm_sensor_01,rpm,1450.0,RPM,RUNNING,MQTT Topic Hijacking,1,simulator,1513
316,2026-09-05T22:54:19.825321,factory/line1/vibration,vibration_sensor_01,vibration,0.25,g,RUNNING,MQTT Topic Hijacking,1,simulator,1514
317,2026-09-05T22:54:19.825338,factory/line1/voltage,voltage_sensor_01,voltage,237.55,V,RUNNING,MQTT Topic Hijacking,1,simulator,1515
318,2026-09-05T22:54:19.825359,factory/line1/flow,flow_sensor_01,flow,75.0,L/min,RUNNING,MQTT Topic Hijacking,1,simulator,1517
319,2026-09-05T22:54:19.825378,factory/line1/level,level_sensor_01,level,100.0,%,RUNNING,MQTT Topic Hijacking,1,simulator,1519
320,2026-09-05T22:54:19.825676,factory/line1/humidity,humidity_sensor_01,humidity,53.54,%,RUNNING,MQTT Topic Hijacking,1,simulator,1522
321,2026-09-05T22:54:19.825692,factory/line1/rpm,rpm_sensor_01,rpm,1450.0,RPM,RUNNING,MQTT Topic Hijacking,1,simulator,1523
322,2026-09-05T22:54:19.825723,factory/line1/proximity,proximity_sensor_01,proximity,122.71,mm,RUNNING,MQTT Topic Hijacking,1,simulator,1525
323,2026-09-05T22:54:20.842344,factory/line1/vibration,vibration_sensor_01,vibration,0.25,g,RUNNING,MQTT Topic Hijacking,1,simulator,1533
324,2026-09-05T22:54:20.842369,factory/line1/voltage,voltage_sensor_01,voltage,225.12,V,RUNNING,MQTT Topic Hijacking,1,simulator,1534
325,2026-09-05T22:54:20.842409,factory/line1/flow,flow_sensor_01,flow,75.0,L/min,RUNNING,MQTT Topic Hijacking,1,simulator,1536
326,2026-09-05T22:54:20.842444,factory/line1/level,level_sensor_01,level,100.0,%,RUNNING,MQTT Topic Hijacking,1,simulator,1538
327,2026-09-05T22:54:20.842847,factory/line1/humidity,humidity_sensor_01,humidity,64.99,%,RUNNING,MQTT Topic Hijacking,1,simulator,1541
328,2026-09-05T22:54:20.842889,factory/line1/proximity,proximity_sensor_01,proximity,406.31,mm,RUNNING,MQTT Topic Hijacking,1,simulator,1544
329,2026-09-05T22:54:21.859839,factory/line1/vibration,vibration_sensor_01,vibration,0.25,g,RUNNING,MQTT Topic Hijacking,1,simulator,1552
330,2026-09-05T22:54:21.859860,factory/line1/voltage,voltage_sensor_01,voltage,229.88,V,RUNNING,MQTT Topic Hijacking,1,simulator,1553
331,2026-09-05T22:54:21.859893,factory/line1/flow,flow_sensor_01,flow,75.0,L/min,RUNNING,MQTT Topic Hijacking,1,simulator,1555
332,2026-09-05T22:54:21.859928,factory/line1/level,level_sensor_01,level,100.0,%,RUNNING,MQTT Topic Hijacking,1,simulator,1557
333,2026-09-05T22:54:21.860218,factory/line1/humidity,humidity_sensor_01,humidity,54.28,%,RUNNING,MQTT Topic Hijacking,1,simulator,1560
334,2026-09-05T22:54:21.860272,factory/line1/proximity,proximity_sensor_01,proximity,21.06,mm,RUNNING,MQTT Topic Hijacking,1,simulator,1563
335,2026-09-05T22:54:22.876409,factory/line1/vibration,vibration_sensor_01,vibration,0.25,g,RUNNING,MQTT Topic Hijacking,1,simulator,1571
336,2026-09-05T22:54:22.876424,factory/line1/voltage,voltage_sensor_01,voltage,236.42,V,RUNNING,MQTT Topic Hijacking,1,simulator,1572
337,2026-09-05T22:54:38.168734,factory/line1/temperature,temperature_sensor_01,temperature,25.0,°C,RUNNING,Sensor Spoofing Attack,1,simulator,1862
338,2026-09-05T22:54:38.168752,factory/line1/pressure,pressure_sensor_01,pressure,101.3,kPa,RUNNING,Sensor Spoofing Attack,1,simulator,1863
339,2026-09-05T22:54:38.168768,factory/line1/humidity,humidity_sensor_01,humidity,46.29,%,RUNNING,Sensor Spoofing Attack,1,simulator,1864
340,2026-09-05T22:54:38.168778,factory/line1/rpm,rpm_sensor_01,rpm,1450.0,RPM,RUNNING,Sensor Spoofing Attack,1,simulator,1865
341,2026-09-05T22:54:38.168786,factory/line1/current,current_sensor_01,current,9.5,A,RUNNING,Sensor Spoofing Attack,1,simulator,1866
342,2026-09-05T22:54:38.168796,factory/line1/proximity,proximity_sensor_01,proximity,358.78,mm,RUNNING,Sensor Spoofing Attack,1,simulator,1867
343,2026-09-05T22:54:38.168804,factory/line1/pressure,pressure_sensor_01,pressure,140.0,kPa,RUNNING,Sensor Spoofing Attack,1,simulator,1868
344,2026-09-05T22:54:38.168812,factory/line1/temperature,temperature_sensor_01,temperature,45.0,°C,RUNNING,Sensor Spoofing Attack,1,simulator,1869
345,2026-09-05T22:54:38.168821,factory/line1/pressure,pressure_sensor_01,pressure,170.0,kPa,RUNNING,Sensor Spoofing Attack,1,simulator,1870
346,2026-09-05T22:54:38.168834,factory/line1/current,current_sensor_01,current,12.0,A,RUNNING,Sensor Spoofing Attack,1,simulator,1871
347,2026-09-05T22:54:39.188962,factory/line1/temperature,temperature_sensor_01,temperature,43.0,°C,RUNNING,Sensor Spoofing Attack,1,simulator,1872
348,2026-09-05T22:54:39.189021,factory/line1/current,current_sensor_01,current,11.5,A,RUNNING,Sensor Spoofing Attack,1,simulator,1873
349,2026-09-05T22:54:39.189043,factory/line1/rpm,rpm_sensor_01,rpm,1451.0,RPM,RUNNING,Sensor Spoofing Attack,1,simulator,1874
350,2026-09-05T22:54:39.189061,factory/line1/vibration,vibration_sensor_01,vibration,1.25,g,RUNNING,Sensor Spoofing Attack,1,simulator,1875
351,2026-09-05T22:54:39.189080,factory/line1/voltage,voltage_sensor_01,voltage,226.79,V,RUNNING,Sensor Spoofing Attack,1,simulator,1876
352,2026-09-05T22:54:39.189097,factory/line1/pressure,pressure_sensor_01,pressure,76.0,kPa,RUNNING,Sensor Spoofing Attack,1,simulator,1877
353,2026-09-05T22:54:39.189111,factory/line1/flow,flow_sensor_01,flow,76.0,L/min,RUNNING,Sensor Spoofing Attack,1,simulator,1878
354,2026-09-05T22:54:39.189120,factory/line1/current,current_sensor_01,current,11.0,A,RUNNING,Sensor Spoofing Attack,1,simulator,1879
355,2026-09-05T22:54:39.189131,factory/line1/level,level_sensor_01,level,101.0,%,RUNNING,Sensor Spoofing Attack,1,simulator,1880
356,2026-09-05T22:54:39.189363,factory/line1/temperature,temperature_sensor_01,temperature,26.0,°C,RUNNING,Sensor Spoofing Attack,1,simulator,1881
357,2026-09-05T22:54:39.189389,factory/line1/pressure,pressure_sensor_01,pressure,102.3,kPa,RUNNING,Sensor Spoofing Attack,1,simulator,1882
358,2026-09-05T22:54:39.189408,factory/line1/humidity,humidity_sensor_01,humidity,64.82,%,RUNNING,Sensor Spoofing Attack,1,simulator,1883
359,2026-09-05T22:54:39.189418,factory/line1/rpm,rpm_sensor_01,rpm,1451.0,RPM,RUNNING,Sensor Spoofing Attack,1,simulator,1884
360,2026-09-05T22:54:39.189427,factory/line1/current,current_sensor_01,current,10.5,A,RUNNING,Sensor Spoofing Attack,1,simulator,1885
361,2026-09-05T22:54:39.189438,factory/line1/proximity,proximity_sensor_01,proximity,489.91,mm,RUNNING,Sensor Spoofing Attack,1,simulator,1886
362,2026-09-05T22:54:39.189446,factory/line1/pressure,pressure_sensor_01,pressure,141.0,kPa,RUNNING,Sensor Spoofing Attack,1,simulator,1887
363,2026-09-05T22:54:39.189455,factory/line1/temperature,temperature_sensor_01,temperature,46.0,°C,RUNNING,Sensor Spoofing Attack,1,simulator,1888
364,2026-09-05T22:54:39.189488,factory/line1/current,current_sensor_01,current,13.0,A,RUNNING,Sensor Spoofing Attack,1,simulator,1890
365,2026-09-05T22:54:40.206899,factory/line1/temperature,temperature_sensor_01,temperature,44.0,°C,RUNNING,Sensor Spoofing Attack,1,simulator,1891
366,2026-09-05T22:54:40.206956,factory/line1/rpm,rpm_sensor_01,rpm,1452.0,RPM,RUNNING,Sensor Spoofing Attack,1,simulator,1893
367,2026-09-05T22:54:40.206969,factory/line1/vibration,vibration_sensor_01,vibration,2.25,g,RUNNING,Sensor Spoofing Attack,1,simulator,1894
368,2026-09-05T22:54:40.206987,factory/line1/voltage,voltage_sensor_01,voltage,239.65,V,RUNNING,Sensor Spoofing Attack,1,simulator,1895
369,2026-09-05T22:54:40.207022,factory/line1/flow,flow_sensor_01,flow,77.0,L/min,RUNNING,Sensor Spoofing Attack,1,simulator,1897
370,2026-09-05T22:54:40.207044,factory/line1/level,level_sensor_01,level,102.0,%,RUNNING,Sensor Spoofing Attack,1,simulator,1899
371,2026-09-05T22:54:40.207329,factory/line1/humidity,humidity_sensor_01,humidity,50.58,%,RUNNING,Sensor Spoofing Attack,1,simulator,1902
372,2026-09-05T22:54:40.207346,factory/line1/rpm,rpm_sensor_01,rpm,1452.0,RPM,RUNNING,Sensor Spoofing Attack,1,simulator,1903
373,2026-09-05T22:54:40.207380,factory/line1/proximity,proximity_sensor_01,proximity,194.19,mm,RUNNING,Sensor Spoofing Attack,1,simulator,1905
374,2026-09-05T22:54:41.222926,factory/line1/rpm,rpm_sensor_01,rpm,1453.0,RPM,RUNNING,Sensor Spoofing Attack,1,simulator,1912
375,2026-09-05T22:54:41.222945,factory/line1/vibration,vibration_sensor_01,vibration,3.25,g,RUNNING,Sensor Spoofing Attack,1,simulator,1913
376,2026-09-05T22:54:41.222963,factory/line1/voltage,voltage_sensor_01,voltage,232.78,V,RUNNING,Sensor Spoofing Attack,1,simulator,1914
377,2026-09-05T22:54:41.222997,factory/line1/flow,flow_sensor_01,flow,78.0,L/min,RUNNING,Sensor Spoofing Attack,1,simulator,1916
378,2026-09-05T22:54:41.223029,factory/line1/level,level_sensor_01,level,103.0,%,RUNNING,Sensor Spoofing Attack,1,simulator,1918
379,2026-09-05T22:54:41.223441,factory/line1/humidity,humidity_sensor_01,humidity,47.25,%,RUNNING,Sensor Spoofing Attack,1,simulator,1921
380,2026-09-05T22:54:41.223501,factory/line1/proximity,proximity_sensor_01,proximity,201.59,mm,RUNNING,Sensor Spoofing Attack,1,simulator,1924
381,2026-09-05T22:54:42.238369,factory/line1/vibration,vibration_sensor_01,vibration,4.25,g,RUNNING,Sensor Spoofing Attack,1,simulator,1932
382,2026-09-05T22:54:42.238385,factory/line1/voltage,voltage_sensor_01,voltage,224.19,V,RUNNING,Sensor Spoofing Attack,1,simulator,1933
383,2026-09-05T22:54:42.238404,factory/line1/flow,flow_sensor_01,flow,79.0,L/min,RUNNING,Sensor Spoofing Attack,1,simulator,1935
384,2026-09-05T22:54:42.238421,factory/line1/level,level_sensor_01,level,104.0,%,RUNNING,Sensor Spoofing Attack,1,simulator,1937
385,2026-09-05T22:54:42.238695,factory/line1/humidity,humidity_sensor_01,humidity,66.76,%,RUNNING,Sensor Spoofing Attack,1,simulator,1940
386,2026-09-05T22:54:42.238746,factory/line1/proximity,proximity_sensor_01,proximity,379.69,mm,RUNNING,Sensor Spoofing Attack,1,simulator,1943
387,2026-09-05T22:54:43.256649,factory/line1/vibration,vibration_sensor_01,vibration,5.25,g,RUNNING,Sensor Spoofing Attack,1,simulator,1951
388,2026-09-05T22:54:43.256887,factory/line1/voltage,voltage_sensor_01,voltage,231.34,V,RUNNING,Sensor Spoofing Attack,1,simulator,1952
389,2026-09-05T22:54:43.256926,factory/line1/flow,flow_sensor_01,flow,80.0,L/min,RUNNING,Sensor Spoofing Attack,1,simulator,1954
390,2026-09-05T22:54:43.256955,factory/line1/level,level_sensor_01,level,105.0,%,RUNNING,Sensor Spoofing Attack,1,simulator,1956
391,2026-09-05T22:54:44.273666,factory/line1/vibration,vibration_sensor_01,vibration,6.25,g,RUNNING,Sensor Spoofing Attack,1,simulator,1970
392,2026-09-05T22:54:44.273887,factory/line1/voltage,voltage_sensor_01,voltage,237.9,V,RUNNING,Sensor Spoofing Attack,1,simulator,1971
393,2026-09-05T22:55:00.606774,factory/line1/temperature,temperature_sensor_01,temperature,56.7,°C,RUNNING,False Data Injection Attack,1,simulator,2271
394,2026-09-05T22:55:00.606832,factory/line1/current,current_sensor_01,current,14.18,A,RUNNING,False Data Injection Attack,1,simulator,2272
